CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,RFM_String,RuleSegment,AvgBasketValue,AvgQtyPerInvoice,UniqueProducts,Tenure,PurchaseInterval,KMeans_Cluster,Hier_Cluster,DBSCAN_Cluster,Segment
12472,32,7,6572.11,4,5,5,14,455,Champions,938.8728571428572,12.23598820058997,219,369,52.714285714285715,1,1,0,Champions
12473,29,5,3938.5499999999997,4,4,5,13,445,Champions,787.71,14.517857142857142,140,192,38.4,1,1,0,Champions
12474,17,18,7375.79,4,5,5,14,455,Champions,409.7661111111111,11.431603773584905,253,330,18.333333333333332,1,1,0,Champions
12475,54,1,723.38,3,1,3,7,313,Need Attention,723.3799999999999,14.86111111111111,36,54,54.0,2,2,0,Need Attention
12476,16,11,6816.42,4,5,5,14,455,Champions,619.6745454545454,10.334763948497853,177,361,32.81818181818182,1,1,0,Champions
12477,23,6,13219.74,4,4,5,13,445,Champions,2203.2900000000004,12.176666666666666,191,302,50.333333333333336,1,1,-1,Champions
12478,4,1,680.99,5,1,3,9,513,New / Promising,680.9900000000001,6.555555555555555,36,4,4.0,2,2,-1,Need Attention
12479,11,1,527.2,5,1,3,9,513,New / Promising,527.2,12.419354838709678,31,11,11.0,2,2,0,Need Attention
12480,28,4,3281.63,4,4,5,13,445,Champions,820.4074999999999,11.084415584415584,129,336,84.0,1,1,0,Champions
12481,23,10,5596.32,4,5,5,14,455,Champions,559.632,15.225806451612904,150,366,36.6,1,1,0,Champions
12483,17,8,2484.98,4,5,5,14,455,Champions,310.6225,14.8,46,339,42.375,1,1,0,Champions
12484,33,6,4541.72,4,4,5,13,445,Champions,756.9533333333333,6.332369942196531,256,336,56.0,1,1,0,Champions
12488,10,3,1298.66,5,3,4,12,534,Others,432.88666666666677,9.618181818181819,46,76,25.333333333333332,2,2,0,Need Attention
12489,336,1,334.93,1,1,2,4,112,Hibernating,334.92999999999995,7.0,15,336,336.0,0,0,0,At Risk (used to be loyal)
12490,5,10,5417.93,5,5,5,15,555,Champions,541.793,12.506122448979593,131,330,33.0,1,1,0,Champions
12491,39,1,460.40000000000003,3,1,2,6,312,Need Attention,460.40000000000003,10.0,25,39,39.0,2,2,0,Need Attention
12492,63,2,263.21000000000004,3,2,2,7,322,Need Attention,131.605,9.6,19,105,52.5,2,0,0,Need Attention
12493,166,2,433.74,2,2,2,6,222,Hibernating,216.87,9.409090909090908,20,197,98.5,0,0,0,At Risk (used to be loyal)
12494,16,7,1246.1000000000001,4,5,4,13,454,Champions,178.0142857142857,9.181818181818182,63,366,52.285714285714285,1,1,0,Champions
12497,82,1,1043.1,2,1,4,7,214,Others,1043.1,88.28571428571429,14,82,82.0,2,0,0,Need Attention
12498,21,3,403.70000000000005,4,3,2,9,432,Others,134.56666666666666,6.913043478260869,21,58,19.333333333333332,2,1,0,Need Attention
12500,23,11,4257.82,4,5,5,14,455,Champions,387.0745454545455,43.90163934426229,34,334,30.363636363636363,1,1,0,Champions
12501,337,1,2169.39,1,1,5,7,115,Others,2169.3900000000003,11.966442953020135,149,337,337.0,0,0,0,At Risk (used to be loyal)
12502,96,5,3723.87,2,4,5,11,245,At Risk,744.774,5.578231292517007,102,310,62.0,1,1,0,Champions
12504,18,2,482.04999999999995,4,2,2,8,422,New / Promising,241.02499999999998,10.0,6,30,15.0,2,2,0,Need Attention
12506,233,1,73.5,1,1,1,3,111,Hibernating,73.50000000000001,1.0,23,233,233.0,0,0,0,At Risk (used to be loyal)
12507,134,3,1304.81,2,3,4,9,234,Others,434.93666666666667,42.57142857142857,19,299,99.66666666666667,0,0,0,At Risk (used to be loyal)
12508,26,2,398.27,4,2,2,8,422,New / Promising,199.135,3.9420289855072466,57,29,14.5,2,2,0,Need Attention
12509,284,1,176.5,1,1,1,3,111,Hibernating,176.5,7.857142857142857,7,284,284.0,0,0,0,At Risk (used to be loyal)
12510,143,2,982.5699999999999,2,2,4,8,224,Others,491.28499999999997,10.696969696969697,29,325,162.5,0,0,0,At Risk (used to be loyal)
12512,66,2,138.03,3,2,1,6,321,Need Attention,69.015,2.911764705882353,31,66,33.0,2,2,0,Need Attention
12513,113,1,612.29,2,1,3,6,213,Others,612.2900000000001,13.2,35,113,113.0,0,2,0,At Risk (used to be loyal)
12514,267,1,1017.68,1,1,4,6,114,Others,1017.6800000000001,8.627450980392156,51,267,267.0,0,0,0,At Risk (used to be loyal)
12515,353,1,383.7,1,1,2,4,112,Hibernating,383.70000000000005,8.1875,16,353,353.0,0,0,0,At Risk (used to be loyal)
12516,78,2,1312.06,2,2,4,8,224,Others,656.03,33.65384615384615,20,181,90.5,0,0,0,At Risk (used to be loyal)
12517,28,5,2502.84,4,4,5,13,445,Champions,500.56800000000004,4.827464788732394,232,190,38.0,1,1,0,Champions
12518,1,5,2056.89,5,4,4,13,544,Champions,411.378,10.629032258064516,84,110,22.0,1,1,0,Champions
12519,64,1,340.84,3,1,2,6,312,Need Attention,340.84000000000003,10.166666666666666,17,64,64.0,2,2,0,Need Attention
12520,79,5,2634.26,2,4,5,11,245,At Risk,526.8520000000001,9.467105263157896,121,274,54.8,1,1,0,Champions
12521,143,1,599.68,2,1,3,6,213,Others,599.68,8.131578947368421,38,143,143.0,0,2,0,At Risk (used to be loyal)
12522,39,2,192.72,3,2,1,6,321,Need Attention,96.36000000000001,16.166666666666668,11,51,25.5,2,2,0,Need Attention
12523,19,11,1789.77,4,5,4,13,454,Champions,162.70636363636365,8.160377358490566,84,332,30.181818181818183,1,1,0,Champions
12524,9,8,4485.72,5,5,5,15,555,Champions,560.7149999999999,25.6875,113,334,41.75,1,1,0,Champions
12526,1,3,1316.66,5,3,4,12,534,Others,438.88666666666677,8.901408450704226,64,94,31.333333333333332,1,1,0,Champions
12527,82,3,348.71000000000004,2,3,2,7,232,Others,116.23666666666668,13.0,18,326,108.66666666666667,0,0,0,At Risk (used to be loyal)
12528,9,6,1933.48,5,5,4,14,554,Champions,322.2466666666667,8.217391304347826,50,313,52.166666666666664,1,1,0,Champions
12530,60,4,1662.28,3,4,4,11,344,Loyal,415.57,13.833333333333334,51,337,84.25,1,0,0,Champions
12531,15,1,125.22,4,1,1,6,411,New / Promising,125.22,2.6470588235294117,17,15,15.0,2,2,0,Need Attention
12532,30,1,349.83000000000004,4,1,2,7,412,New / Promising,349.83000000000004,9.5625,16,30,30.0,2,2,0,Need Attention
12534,131,1,1089.18,2,1,4,7,214,Others,1089.18,10.333333333333334,63,131,131.0,0,2,0,At Risk (used to be loyal)
12535,92,2,716.35,2,2,3,7,223,Others,358.175,6.4411764705882355,28,187,93.5,0,0,0,At Risk (used to be loyal)
12536,43,3,12601.830000000002,3,3,5,11,335,Need Attention,4200.610000000001,10.739463601532567,260,59,19.666666666666668,1,0,-1,Champions
12538,29,1,363.95,4,1,2,7,412,New / Promising,363.95,9.095238095238095,21,29,29.0,2,2,0,Need Attention
12539,22,4,5568.35,4,4,5,13,445,Champions,1392.0874999999999,7.571428571428571,157,334,83.5,1,1,0,Champions
12540,20,17,13400.24,4,5,5,14,455,Champions,788.2494117647059,13.985355648535565,277,362,21.294117647058822,1,1,0,Champions
12541,30,3,981.18,4,3,4,11,434,Others,327.06000000000006,13.076923076923077,46,281,93.66666666666667,1,0,0,Champions
12544,36,1,372.7,3,1,2,6,312,Need Attention,372.70000000000005,7.157894736842105,19,36,36.0,2,2,0,Need Attention
12545,75,2,1000.39,2,2,4,8,224,Others,500.195,10.46,42,260,130.0,0,0,0,At Risk (used to be loyal)
12546,47,2,1161.5,3,2,4,9,324,Need Attention,580.75,9.173913043478262,59,78,39.0,2,1,0,Need Attention
12547,198,2,207.79999999999998,1,2,1,4,121,Hibernating,103.9,16.75,7,281,140.5,0,0,0,At Risk (used to be loyal)
12548,166,1,95.19999999999999,2,1,1,4,211,Hibernating,95.19999999999999,9.8,5,166,166.0,0,0,0,At Risk (used to be loyal)
12550,79,1,964.83,2,1,4,7,214,Others,964.83,9.982456140350877,57,79,79.0,2,2,0,Need Attention
12551,358,1,168.0,1,1,1,3,111,Hibernating,168.0,10.0,10,358,358.0,0,0,0,At Risk (used to be loyal)
12552,39,2,437.82,3,2,2,7,322,Need Attention,218.91,4.4,20,40,20.0,2,1,0,Need Attention
12553,8,10,3692.28,5,5,5,15,555,Champions,369.22799999999995,10.287958115183246,95,330,33.0,1,1,0,Champions
12556,50,2,603.71,3,2,3,8,323,Need Attention,301.85499999999996,2.958677685950413,100,151,75.5,0,0,0,At Risk (used to be loyal)
12557,16,5,11990.960000000001,4,4,5,13,445,Champions,2398.192,132.84848484848484,15,372,74.4,1,0,-1,Champions
12558,8,1,269.96,5,1,2,8,512,New / Promising,269.96000000000004,17.818181818181817,11,8,8.0,2,2,0,Need Attention
12559,311,2,561.71,1,2,3,6,123,Others,280.85499999999996,13.476190476190476,21,320,160.0,0,0,0,At Risk (used to be loyal)
12560,5,3,2134.01,5,3,5,13,535,Others,711.3366666666667,10.571428571428571,91,143,47.666666666666664,1,1,0,Champions
12561,303,1,238.85,1,1,1,3,111,Hibernating,238.85,11.0625,16,303,303.0,0,0,0,At Risk (used to be loyal)
12562,8,7,3781.7400000000002,5,5,5,15,555,Champions,540.2485714285714,10.589285714285714,99,199,28.428571428571427,1,1,0,Champions
12564,261,1,456.9,1,1,2,4,112,Hibernating,456.90000000000003,6.333333333333333,21,261,261.0,0,0,0,At Risk (used to be loyal)
12565,289,1,145.92,1,1,1,3,111,Hibernating,145.92000000000002,8.88888888888889,9,289,289.0,0,0,0,At Risk (used to be loyal)
12566,86,1,351.65,2,1,2,5,212,Hibernating,351.65,13.947368421052632,19,86,86.0,0,2,0,At Risk (used to be loyal)
12567,23,10,9401.28,4,5,5,14,455,Champions,940.1279999999999,9.652466367713005,323,370,37.0,1,1,0,Champions
12569,2,32,4124.69,5,5,5,15,555,Champions,128.89656250000002,9.579787234042554,92,252,7.875,1,1,0,Champions
12571,40,2,519.61,3,2,3,8,323,Need Attention,259.805,15.382352941176471,31,122,61.0,2,1,0,Need Attention
12572,9,2,1020.42,5,2,4,11,524,New / Promising,510.21,7.533333333333333,53,52,26.0,2,2,0,Need Attention
12573,227,1,160.54000000000002,1,1,1,3,111,Hibernating,160.54,3.0,26,227,227.0,0,0,0,At Risk (used to be loyal)
12574,316,1,218.45,1,1,1,3,111,Hibernating,218.45000000000002,5.545454545454546,11,316,316.0,0,0,0,At Risk (used to be loyal)
12576,36,5,1315.83,3,4,4,11,344,Loyal,263.166,10.988636363636363,72,305,61.0,1,1,0,Champions
12577,35,3,657.8,3,3,3,9,333,Need Attention,219.26666666666665,3.2108843537414966,137,359,119.66666666666667,1,0,0,Champions
12578,21,2,2794.51,4,2,5,11,425,New / Promising,1397.2549999999999,10.491228070175438,111,330,165.0,1,1,0,Champions
12579,78,1,440.42,2,1,2,5,212,Hibernating,440.41999999999996,9.827586206896552,29,78,78.0,2,2,0,Need Attention
12580,247,1,415.7,1,1,2,4,112,Hibernating,415.70000000000005,9.916666666666666,24,247,247.0,0,0,0,At Risk (used to be loyal)
12581,40,1,197.71,3,1,1,5,311,Need Attention,197.70999999999998,10.733333333333333,15,40,40.0,2,2,0,Need Attention
12582,239,2,511.36,1,2,3,6,123,Others,255.67999999999995,13.636363636363637,21,289,144.5,0,0,0,At Risk (used to be loyal)
12583,3,15,7281.38,5,5,5,15,555,Champions,485.4253333333333,20.48582995951417,115,374,24.933333333333334,1,1,0,Champions
12584,4,9,2338.15,5,5,5,15,555,Champions,259.7944444444445,4.333333333333333,44,280,31.11111111111111,1,1,0,Champions
12585,234,2,2040.1,1,2,4,7,124,Others,1020.0499999999998,14.701149425287356,77,351,175.5,0,0,0,At Risk (used to be loyal)
12586,17,1,196.94000000000003,4,1,1,6,411,New / Promising,196.94000000000003,7.181818181818182,11,17,17.0,2,2,0,Need Attention
12587,8,1,144.0,5,1,1,7,511,New / Promising,144.0,12.75,4,8,8.0,2,2,0,Need Attention
12588,39,1,214.89999999999998,3,1,1,5,311,Need Attention,214.89999999999998,5.3,10,39,39.0,2,2,0,Need Attention
12589,29,2,646.68,4,2,3,9,423,New / Promising,323.34000000000003,8.742857142857142,29,145,72.5,0,0,0,At Risk (used to be loyal)
12590,211,2,9864.26,1,2,5,8,125,Others,4932.13,62.98529411764706,68,211,105.5,1,0,-1,Champions
12591,317,1,452.84999999999997,1,1,2,4,112,Hibernating,452.84999999999997,8.76923076923077,26,317,317.0,0,0,0,At Risk (used to be loyal)
12592,92,2,437.6,2,2,2,6,222,Hibernating,218.8,16.11111111111111,11,213,106.5,0,0,0,At Risk (used to be loyal)
12593,109,3,418.09999999999997,2,3,2,7,232,Others,139.36666666666665,9.80952380952381,14,219,73.0,0,0,0,At Risk (used to be loyal)
12594,38,10,3338.2200000000003,3,5,5,13,355,Loyal,333.822,15.059322033898304,50,323,32.3,1,1,0,Champions
12596,51,2,618.27,3,2,3,8,323,Need Attention,309.135,17.555555555555557,25,242,121.0,0,0,0,At Risk (used to be loyal)
12597,19,4,3811.22,4,4,5,13,445,Champions,952.8049999999998,10.854368932038835,184,268,67.0,1,1,0,Champions
12598,10,8,3023.08,5,5,5,15,555,Champions,377.885,14.878787878787879,84,285,35.625,1,1,0,Champions
12599,29,7,1032.58,4,5,4,13,454,Champions,147.51142857142864,15.419354838709678,32,304,43.42857142857143,1,1,0,Champions
12600,29,10,2599.04,4,5,5,14,455,Champions,259.904,12.09375,32,371,37.1,1,1,0,Champions
12601,190,5,577.0600000000001,1,4,3,8,143,At Risk,115.412,8.75,21,333,66.6,0,0,0,At Risk (used to be loyal)
12602,59,1,153.12,3,1,1,5,311,Need Attention,153.12,13.5,12,59,59.0,2,2,0,Need Attention
12603,22,1,739.1999999999999,4,1,3,8,413,New / Promising,739.1999999999999,31.5,2,22,22.0,2,0,-1,Need Attention
12604,79,2,254.18,2,2,2,6,222,Hibernating,127.08999999999999,12.5625,15,262,131.0,0,0,0,At Risk (used to be loyal)
12607,60,1,1579.51,3,1,4,8,314,Need Attention,1579.51,12.158415841584159,101,60,60.0,2,2,0,Need Attention
12609,78,3,1126.85,2,3,4,9,234,Others,375.61666666666673,10.8,57,318,106.0,0,0,0,At Risk (used to be loyal)
12610,23,5,2099.54,4,4,5,13,445,Champions,419.908,9.89622641509434,85,126,25.2,1,1,0,Champions
12611,52,1,1193.32,3,1,4,8,314,Need Attention,1193.32,13.015384615384615,65,52,52.0,2,2,0,Need Attention
12612,74,1,704.0400000000001,2,1,3,6,213,Others,704.04,13.789473684210526,19,74,74.0,2,2,0,Need Attention
12613,57,5,3344.38,3,4,5,12,345,Loyal,668.876,10.745098039215685,124,262,52.4,1,1,0,Champions
12614,278,1,315.6,1,1,2,4,112,Hibernating,315.59999999999997,3.8,20,278,278.0,0,0,0,At Risk (used to be loyal)
12615,2,4,2291.19,5,4,5,14,545,Champions,572.7974999999999,13.104761904761904,82,168,42.0,1,1,0,Champions
12616,95,2,713.3,2,2,3,7,223,Others,356.65,8.875,25,297,148.5,0,0,0,At Risk (used to be loyal)
